column,type,description,unit,range,missing_value_policy
Landmark_373_X,float,Face/Iris landmark 373 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_373_Y,float,Face/Iris landmark 373 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_373_Z,float,"Face/Iris landmark 373 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_374_X,float,Face/Iris landmark 374 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_374_Y,float,Face/Iris landmark 374 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_374_Z,float,"Face/Iris landmark 374 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_375_X,float,Face/Iris landmark 375 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_375_Y,float,Face/Iris landmark 375 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_375_Z,float,"Face/Iris landmark 375 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_376_X,float,Face/Iris landmark 376 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_376_Y,float,Face/Iris landmark 376 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_376_Z,float,"Face/Iris landmark 376 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_377_X,float,Face/Iris landmark 377 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_377_Y,float,Face/Iris landmark 377 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_377_Z,float,"Face/Iris landmark 377 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_378_X,float,Face/Iris landmark 378 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_378_Y,float,Face/Iris landmark 378 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_378_Z,float,"Face/Iris landmark 378 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_379_X,float,Face/Iris landmark 379 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_379_Y,float,Face/Iris landmark 379 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_379_Z,float,"Face/Iris landmark 379 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_380_X,float,Face/Iris landmark 380 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_380_Y,float,Face/Iris landmark 380 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_380_Z,float,"Face/Iris landmark 380 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_381_X,float,Face/Iris landmark 381 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_381_Y,float,Face/Iris landmark 381 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_381_Z,float,"Face/Iris landmark 381 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_382_X,float,Face/Iris landmark 382 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_382_Y,float,Face/Iris landmark 382 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_382_Z,float,"Face/Iris landmark 382 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_383_X,float,Face/Iris landmark 383 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_383_Y,float,Face/Iris landmark 383 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_383_Z,float,"Face/Iris landmark 383 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_384_X,float,Face/Iris landmark 384 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_384_Y,float,Face/Iris landmark 384 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_384_Z,float,"Face/Iris landmark 384 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_385_X,float,Face/Iris landmark 385 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_385_Y,float,Face/Iris landmark 385 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_385_Z,float,"Face/Iris landmark 385 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_386_X,float,Face/Iris landmark 386 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_386_Y,float,Face/Iris landmark 386 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_386_Z,float,"Face/Iris landmark 386 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_387_X,float,Face/Iris landmark 387 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_387_Y,float,Face/Iris landmark 387 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_387_Z,float,"Face/Iris landmark 387 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_388_X,float,Face/Iris landmark 388 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_388_Y,float,Face/Iris landmark 388 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_388_Z,float,"Face/Iris landmark 388 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_389_X,float,Face/Iris landmark 389 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_389_Y,float,Face/Iris landmark 389 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_389_Z,float,"Face/Iris landmark 389 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_390_X,float,Face/Iris landmark 390 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_390_Y,float,Face/Iris landmark 390 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_390_Z,float,"Face/Iris landmark 390 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_391_X,float,Face/Iris landmark 391 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_391_Y,float,Face/Iris landmark 391 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_391_Z,float,"Face/Iris landmark 391 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_392_X,float,Face/Iris landmark 392 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_392_Y,float,Face/Iris landmark 392 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_392_Z,float,"Face/Iris landmark 392 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_393_X,float,Face/Iris landmark 393 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_393_Y,float,Face/Iris landmark 393 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_393_Z,float,"Face/Iris landmark 393 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_394_X,float,Face/Iris landmark 394 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_394_Y,float,Face/Iris landmark 394 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_394_Z,float,"Face/Iris landmark 394 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_395_X,float,Face/Iris landmark 395 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_395_Y,float,Face/Iris landmark 395 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_395_Z,float,"Face/Iris landmark 395 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_396_X,float,Face/Iris landmark 396 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_396_Y,float,Face/Iris landmark 396 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_396_Z,float,"Face/Iris landmark 396 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_397_X,float,Face/Iris landmark 397 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_397_Y,float,Face/Iris landmark 397 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_397_Z,float,"Face/Iris landmark 397 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_398_X,float,Face/Iris landmark 398 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_398_Y,float,Face/Iris landmark 398 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_398_Z,float,"Face/Iris landmark 398 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_399_X,float,Face/Iris landmark 399 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_399_Y,float,Face/Iris landmark 399 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_399_Z,float,"Face/Iris landmark 399 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_400_X,float,Face/Iris landmark 400 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_400_Y,float,Face/Iris landmark 400 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_400_Z,float,"Face/Iris landmark 400 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_401_X,float,Face/Iris landmark 401 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_401_Y,float,Face/Iris landmark 401 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_401_Z,float,"Face/Iris landmark 401 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_402_X,float,Face/Iris landmark 402 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_402_Y,float,Face/Iris landmark 402 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_402_Z,float,"Face/Iris landmark 402 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_403_X,float,Face/Iris landmark 403 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_403_Y,float,Face/Iris landmark 403 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_403_Z,float,"Face/Iris landmark 403 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_404_X,float,Face/Iris landmark 404 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_404_Y,float,Face/Iris landmark 404 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_404_Z,float,"Face/Iris landmark 404 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_405_X,float,Face/Iris landmark 405 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_405_Y,float,Face/Iris landmark 405 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_405_Z,float,"Face/Iris landmark 405 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_406_X,float,Face/Iris landmark 406 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_406_Y,float,Face/Iris landmark 406 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_406_Z,float,"Face/Iris landmark 406 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_407_X,float,Face/Iris landmark 407 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_407_Y,float,Face/Iris landmark 407 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_407_Z,float,"Face/Iris landmark 407 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_408_X,float,Face/Iris landmark 408 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_408_Y,float,Face/Iris landmark 408 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_408_Z,float,"Face/Iris landmark 408 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_409_X,float,Face/Iris landmark 409 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_409_Y,float,Face/Iris landmark 409 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_409_Z,float,"Face/Iris landmark 409 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_410_X,float,Face/Iris landmark 410 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_410_Y,float,Face/Iris landmark 410 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_410_Z,float,"Face/Iris landmark 410 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_411_X,float,Face/Iris landmark 411 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_411_Y,float,Face/Iris landmark 411 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_411_Z,float,"Face/Iris landmark 411 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_412_X,float,Face/Iris landmark 412 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_412_Y,float,Face/Iris landmark 412 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_412_Z,float,"Face/Iris landmark 412 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_413_X,float,Face/Iris landmark 413 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_413_Y,float,Face/Iris landmark 413 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_413_Z,float,"Face/Iris landmark 413 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_414_X,float,Face/Iris landmark 414 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_414_Y,float,Face/Iris landmark 414 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_414_Z,float,"Face/Iris landmark 414 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_415_X,float,Face/Iris landmark 415 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_415_Y,float,Face/Iris landmark 415 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_415_Z,float,"Face/Iris landmark 415 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_416_X,float,Face/Iris landmark 416 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_416_Y,float,Face/Iris landmark 416 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_416_Z,float,"Face/Iris landmark 416 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_417_X,float,Face/Iris landmark 417 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_417_Y,float,Face/Iris landmark 417 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_417_Z,float,"Face/Iris landmark 417 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_418_X,float,Face/Iris landmark 418 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_418_Y,float,Face/Iris landmark 418 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_418_Z,float,"Face/Iris landmark 418 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_419_X,float,Face/Iris landmark 419 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_419_Y,float,Face/Iris landmark 419 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_419_Z,float,"Face/Iris landmark 419 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_420_X,float,Face/Iris landmark 420 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_420_Y,float,Face/Iris landmark 420 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_420_Z,float,"Face/Iris landmark 420 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_421_X,float,Face/Iris landmark 421 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_421_Y,float,Face/Iris landmark 421 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_421_Z,float,"Face/Iris landmark 421 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_422_X,float,Face/Iris landmark 422 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_422_Y,float,Face/Iris landmark 422 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_422_Z,float,"Face/Iris landmark 422 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_423_X,float,Face/Iris landmark 423 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_423_Y,float,Face/Iris landmark 423 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_423_Z,float,"Face/Iris landmark 423 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_424_X,float,Face/Iris landmark 424 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_424_Y,float,Face/Iris landmark 424 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_424_Z,float,"Face/Iris landmark 424 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_425_X,float,Face/Iris landmark 425 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_425_Y,float,Face/Iris landmark 425 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_425_Z,float,"Face/Iris landmark 425 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_426_X,float,Face/Iris landmark 426 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_426_Y,float,Face/Iris landmark 426 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_426_Z,float,"Face/Iris landmark 426 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_427_X,float,Face/Iris landmark 427 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_427_Y,float,Face/Iris landmark 427 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_427_Z,float,"Face/Iris landmark 427 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_428_X,float,Face/Iris landmark 428 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_428_Y,float,Face/Iris landmark 428 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_428_Z,float,"Face/Iris landmark 428 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_429_X,float,Face/Iris landmark 429 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_429_Y,float,Face/Iris landmark 429 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_429_Z,float,"Face/Iris landmark 429 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_430_X,float,Face/Iris landmark 430 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_430_Y,float,Face/Iris landmark 430 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_430_Z,float,"Face/Iris landmark 430 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_431_X,float,Face/Iris landmark 431 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_431_Y,float,Face/Iris landmark 431 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_431_Z,float,"Face/Iris landmark 431 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_432_X,float,Face/Iris landmark 432 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_432_Y,float,Face/Iris landmark 432 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_432_Z,float,"Face/Iris landmark 432 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_433_X,float,Face/Iris landmark 433 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_433_Y,float,Face/Iris landmark 433 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_433_Z,float,"Face/Iris landmark 433 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_434_X,float,Face/Iris landmark 434 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_434_Y,float,Face/Iris landmark 434 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_434_Z,float,"Face/Iris landmark 434 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_435_X,float,Face/Iris landmark 435 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_435_Y,float,Face/Iris landmark 435 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_435_Z,float,"Face/Iris landmark 435 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_436_X,float,Face/Iris landmark 436 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_436_Y,float,Face/Iris landmark 436 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_436_Z,float,"Face/Iris landmark 436 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_437_X,float,Face/Iris landmark 437 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_437_Y,float,Face/Iris landmark 437 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_437_Z,float,"Face/Iris landmark 437 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_438_X,float,Face/Iris landmark 438 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_438_Y,float,Face/Iris landmark 438 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_438_Z,float,"Face/Iris landmark 438 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_439_X,float,Face/Iris landmark 439 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_439_Y,float,Face/Iris landmark 439 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_439_Z,float,"Face/Iris landmark 439 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_440_X,float,Face/Iris landmark 440 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_440_Y,float,Face/Iris landmark 440 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_440_Z,float,"Face/Iris landmark 440 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_441_X,float,Face/Iris landmark 441 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_441_Y,float,Face/Iris landmark 441 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_441_Z,float,"Face/Iris landmark 441 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_442_X,float,Face/Iris landmark 442 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_442_Y,float,Face/Iris landmark 442 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_442_Z,float,"Face/Iris landmark 442 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_443_X,float,Face/Iris landmark 443 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_443_Y,float,Face/Iris landmark 443 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_443_Z,float,"Face/Iris landmark 443 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_444_X,float,Face/Iris landmark 444 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_444_Y,float,Face/Iris landmark 444 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_444_Z,float,"Face/Iris landmark 444 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_445_X,float,Face/Iris landmark 445 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_445_Y,float,Face/Iris landmark 445 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_445_Z,float,"Face/Iris landmark 445 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_446_X,float,Face/Iris landmark 446 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_446_Y,float,Face/Iris landmark 446 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_446_Z,float,"Face/Iris landmark 446 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_447_X,float,Face/Iris landmark 447 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_447_Y,float,Face/Iris landmark 447 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_447_Z,float,"Face/Iris landmark 447 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_448_X,float,Face/Iris landmark 448 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_448_Y,float,Face/Iris landmark 448 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_448_Z,float,"Face/Iris landmark 448 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_449_X,float,Face/Iris landmark 449 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_449_Y,float,Face/Iris landmark 449 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_449_Z,float,"Face/Iris landmark 449 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_450_X,float,Face/Iris landmark 450 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_450_Y,float,Face/Iris landmark 450 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_450_Z,float,"Face/Iris landmark 450 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_451_X,float,Face/Iris landmark 451 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_451_Y,float,Face/Iris landmark 451 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_451_Z,float,"Face/Iris landmark 451 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_452_X,float,Face/Iris landmark 452 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_452_Y,float,Face/Iris landmark 452 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_452_Z,float,"Face/Iris landmark 452 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
Landmark_453_X,float,Face/Iris landmark 453 X coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_453_Y,float,Face/Iris landmark 453 Y coordinate (normalized 0-1),-,0.0 to 1.0,0.0 if not detected
Landmark_453_Z,float,"Face/Iris landmark 453 Z coordinate (depth, relative scale)",-,real,0.0 if not detected
